"id","group","name","0_5000_old","5000_10000_old","10000_15000_old","15000_20000_old","20000_25000_old","25000_30000_old","30000_35000_new","35000_38546_new"
"12373","ГЛАГОЛ","пролил","2","2","4","1","0","2","0","0"
"12374","ГЛАГОЛ","приму","1","2","0","2","1","3","0","0"
"12375","ГЛАГОЛ","осталось","9","23","12","3","11","13","0","0"
"12376","ГЛАГОЛ","желаю","0","0","1","3","0","1","0","12"
"12377","ПРИЛАГАТЕЛЬНОЕ","бесчисленные","0","0","0","0","0","4","0","0"
"12378","ГЛАГОЛ","отнимает","0","0","2","1","2","2","2","0"
"12379","СУЩЕСТВИТЕЛЬНОЕ","признаки","0","2","0","0","0","0","0","1"
"12380","ГЛАГОЛ","доверяет","0","0","3","0","1","0","0","0"
"12381","ГЛАГОЛ","укроюсь","0","0","0","1","0","0","0","0"
"12383","СУЩЕСТВИТЕЛЬНОЕ","ссор","0","0","0","0","1","0","0","1"
"12384","СУЩЕСТВИТЕЛЬНОЕ","укреплениях","1","1","0","1","1","3","0","0"
"12385","ГЛАГОЛ","преследовал","2","3","2","1","2","8","0","1"
"12386","СУЩЕСТВИТЕЛЬНОЕ","сала","3","0","2","0","0","0","0","0"
"12387","СУЩЕСТВИТЕЛЬНОЕ","амосу","0","0","0","0","0","1","0","0"
"12388","ПРИЛАГАТЕЛЬНОЕ","бессмертную","0","0","0","0","0","1","0","0"
"12389","СУЩЕСТВИТЕЛЬНОЕ","печатей","0","0","0","0","0","0","0","2"
"12390","ПРИЛАГАТЕЛЬНОЕ","десятый","5","1","5","0","5","4","0","0"
"12391","СУЩЕСТВИТЕЛЬНОЕ","возвращении","1","3","2","0","1","0","1","0"
"12392","ГЛАГОЛ","защищайте","0","0","0","0","1","0","0","0"
"12393","СУЩЕСТВИТЕЛЬНОЕ","замысел","0","1","2","0","2","7","0","0"
"12394","ГЛАГОЛ","даруй","0","1","0","8","2","1","0","0"
"12395","ГЛАГОЛ","заплакал","3","3","5","0","1","0","2","0"
"12396","СУЩЕСТВИТЕЛЬНОЕ","наружность","0","0","0","0","1","0","0","0"
"12397","СУЩЕСТВИТЕЛЬНОЕ","рудниками","0","0","0","0","0","1","0","0"
"12398","ГЛАГОЛ","осмелились","0","0","1","0","0","0","1","0"
"12399","СУЩЕСТВИТЕЛЬНОЕ","братьев","30","34","68","2","6","21","29","19"
"12400","СУЩЕСТВИТЕЛЬНОЕ","башня","0","1","0","2","1","2","1","0"
"12401","ПРИЛАГАТЕЛЬНОЕ","согласно","0","1","6","0","3","2","0","1"
"12402","ПРИЛАГАТЕЛЬНОЕ","лукаво","0","0","0","0","1","0","0","0"
"12403","СУЩЕСТВИТЕЛЬНОЕ","певицы","0","0","1","0","0","0","0","0"
"12404","СУЩЕСТВИТЕЛЬНОЕ","ствол","0","0","0","0","1","1","0","0"
"12405","СУЩЕСТВИТЕЛЬНОЕ","дней","100","38","59","10","32","63","51","17"
"13603","ПРИЛАГАТЕЛЬНОЕ","сердечными","0","0","0","0","1","0","0","0"
"12406","СУЩЕСТВИТЕЛЬНОЕ","странам","0","0","0","0","0","2","0","0"
"12407","ПРИЛАГАТЕЛЬНОЕ","грядущий","0","0","0","2","0","1","5","1"
"12408","ГЛАГОЛ","ссорился","0","1","0","0","0","0","0","0"
"12409","ПРИЛАГАТЕЛЬНОЕ","северную","0","0","0","0","0","2","0","0"
"12410","СУЩЕСТВИТЕЛЬНОЕ","предшественники","0","0","0","0","0","1","0","0"
"12411","ПРИЛАГАТЕЛЬНОЕ","неразумным","0","0","0","2","1","0","0","1"
"12412","ПРИЛАГАТЕЛЬНОЕ","скудно","0","1","1","0","0","0","0","0"
"12413","ГЛАГОЛ","поднимаются","0","0","0","1","3","2","0","0"
"12414","ГЛАГОЛ","вопила","0","1","0","0","0","0","0","0"
"12415","СУЩЕСТВИТЕЛЬНОЕ","семью","1","3","3","0","0","1","0","6"
"12416","ПРИЛАГАТЕЛЬНОЕ","имеющая","0","0","0","0","1","1","0","0"
"12417","ГЛАГОЛ","обманул","2","4","0","0","0","2","0","0"
"12418","СУЩЕСТВИТЕЛЬНОЕ","гордости","0","0","2","6","7","4","1","1"
"12419","ГЛАГОЛ","провела","0","0","0","1","0","0","0","0"
"12420","ГЛАГОЛ","спустила","2","3","0","0","0","0","0","0"
"12421","ПРИЛАГАТЕЛЬНОЕ","кислый","0","0","0","0","2","1","0","0"
"12422","СУЩЕСТВИТЕЛЬНОЕ","одеяния","0","0","3","0","0","1","0","0"
"12423","ПРИЛАГАТЕЛЬНОЕ","выведен","0","0","0","0","0","1","0","0"
"12424","СУЩЕСТВИТЕЛЬНОЕ","дорогах","0","2","0","0","2","2","0","0"
"12425","ГЛАГОЛ","поднялось","2","0","0","0","0","5","2","0"
"12427","ПРИЛАГАТЕЛЬНОЕ","тайною","0","0","0","1","0","0","0","0"
"12428","ГЛАГОЛ","скачут","0","0","0","0","0","2","0","0"
"12429","ГЛАГОЛ","потерпели","0","0","1","0","0","2","0","2"
"12430","ПРИЛАГАТЕЛЬНОЕ","важные","0","0","0","0","0","1","0","0"
"12431","ГЛАГОЛ","выделю","0","0","0","0","0","1","0","0"
"12432","ПРИЛАГАТЕЛЬНОЕ","царский","1","5","17","1","3","5","0","1"
"12433","ПРИЛАГАТЕЛЬНОЕ","жгучего","0","0","0","0","1","0","0","0"
"12434","ПРИЛАГАТЕЛЬНОЕ","этому","1","2","9","2","7","5","7","0"
"4175","ПРИЛАГАТЕЛЬНОЕ","полученное","0","0","1","0","0","0","0","0"
"12435","СУЩЕСТВИТЕЛЬНОЕ","всадника","2","0","2","0","1","1","0","0"
"12439","СУЩЕСТВИТЕЛЬНОЕ","клавдия","0","0","0","0","0","0","0","1"
"12441","ГЛАГОЛ","нарушили","0","0","0","2","3","3","1","0"
"12442","ГЛАГОЛ","ступают","0","1","0","0","0","0","0","0"
"12443","ПРИЛАГАТЕЛЬНОЕ","сидящему","0","0","1","1","0","0","0","6"
"12444","ГЛАГОЛ","встретила","0","0","2","0","0","0","1","0"
"12447","ГЛАГОЛ","придумывали","0","0","0","1","0","0","0","0"
"12448","СУЩЕСТВИТЕЛЬНОЕ","змею","2","0","0","0","0","1","2","2"
"12449","ПРИЛАГАТЕЛЬНОЕ","благоприятного","0","0","0","0","0","1","0","0"
"12450","ПРИЛАГАТЕЛЬНОЕ","скверными","0","0","0","0","0","1","0","0"
"12451","СУЩЕСТВИТЕЛЬНОЕ","следы","0","0","0","3","1","2","0","0"
"12452","ПРИЛАГАТЕЛЬНОЕ","ведом","0","0","0","2","0","0","0","0"
"12453","ГЛАГОЛ","ступит","0","2","0","0","0","0","0","0"
"12454","СУЩЕСТВИТЕЛЬНОЕ","ковров","0","0","0","0","1","0","0","0"
"12455","ПРИЛАГАТЕЛЬНОЕ","настоящим","0","0","0","0","0","1","1","0"
"12456","ГЛАГОЛ","плачут","1","0","0","0","2","2","0","0"
"12457","СУЩЕСТВИТЕЛЬНОЕ","басням","0","0","0","0","0","0","0","3"
"12458","ГЛАГОЛ","соединились","1","0","0","0","0","4","0","0"
"12459","ПРИЛАГАТЕЛЬНОЕ","внимателен","0","0","0","2","3","0","0","0"
"12460","ПРИЛАГАТЕЛЬНОЕ","пятого","1","0","6","0","0","5","0","0"
"12461","ГЛАГОЛ","переменят","0","0","0","0","0","1","0","0"
"12462","СУЩЕСТВИТЕЛЬНОЕ","волна","0","0","0","0","1","2","0","1"
"12463","ПРИЛАГАТЕЛЬНОЕ","накрытые","0","0","0","0","0","1","0","0"
"12464","СУЩЕСТВИТЕЛЬНОЕ","туземца","2","0","0","0","0","0","0","0"
"12465","ПРИЛАГАТЕЛЬНОЕ","глупым","0","0","0","5","2","0","0","0"
"12466","СУЩЕСТВИТЕЛЬНОЕ","умысла","0","3","0","0","0","2","0","0"
"12467","ГЛАГОЛ","прикрепи","6","0","0","0","0","0","0","0"
"12468","СУЩЕСТВИТЕЛЬНОЕ","строители","0","0","3","1","0","1","3","1"
"12469","ГЛАГОЛ","ревновали","0","0","0","0","0","0","0","1"
"12470","СУЩЕСТВИТЕЛЬНОЕ","яблоней","0","0","0","1","0","0","0","0"
"12471","СУЩЕСТВИТЕЛЬНОЕ","каину","3","0","0","0","0","0","0","0"
"12473","ПРИЛАГАТЕЛЬНОЕ","великими","2","2","0","1","1","0","0","0"
"12474","СУЩЕСТВИТЕЛЬНОЕ","устьем","1","1","0","0","0","0","0","0"
"12475","ПРИЛАГАТЕЛЬНОЕ","свежее","0","0","0","2","0","0","0","0"
"12476","ПРИЛАГАТЕЛЬНОЕ","приятен","0","0","0","3","1","0","1","0"
"12478","СУЩЕСТВИТЕЛЬНОЕ","исмаилу","0","0","0","0","1","0","0","0"
"12479","СУЩЕСТВИТЕЛЬНОЕ","почесть","1","0","3","0","0","1","0","0"
"12481","ГЛАГОЛ","теряла","0","0","0","1","0","0","0","0"
"12482","СУЩЕСТВИТЕЛЬНОЕ","верблюдах","2","0","1","0","2","0","0","0"
"12483","СУЩЕСТВИТЕЛЬНОЕ","прибор","0","1","1","0","3","0","0","0"
"12484","ПРИЛАГАТЕЛЬНОЕ","крепким","0","0","1","0","3","1","0","0"
"12485","ГЛАГОЛ","кончаются","0","0","1","0","0","0","0","0"
"12486","ГЛАГОЛ","ослабело","0","2","1","0","0","0","0","0"
"12487","ПРИЛАГАТЕЛЬНОЕ","кротком","0","0","0","0","0","1","0","0"
"12488","ПРИЛАГАТЕЛЬНОЕ","готовому","0","0","0","0","0","0","0","1"
"12489","ГЛАГОЛ","испугалась","1","0","0","0","1","0","0","0"
"12490","ПРИЛАГАТЕЛЬНОЕ","второе","1","0","0","0","1","0","1","6"
"12491","ПРИЛАГАТЕЛЬНОЕ","подобных","0","0","1","1","1","1","1","1"
"12492","СУЩЕСТВИТЕЛЬНОЕ","отправление","1","0","0","0","0","0","0","0"
"12493","СУЩЕСТВИТЕЛЬНОЕ","недели","2","0","0","0","0","0","7","1"
"12494","ПРИЛАГАТЕЛЬНОЕ","переднюю","1","0","0","0","0","1","0","0"
"12495","ГЛАГОЛ","господствуй","2","0","0","1","0","0","0","0"
"12496","СУЩЕСТВИТЕЛЬНОЕ","жира","0","0","1","1","0","1","0","0"
"12497","ГЛАГОЛ","берегите","0","0","1","0","1","1","0","0"
"12498","СУЩЕСТВИТЕЛЬНОЕ","стопами","0","0","0","1","0","1","0","0"
"12499","ГЛАГОЛ","подивитесь","0","0","0","0","1","0","1","0"
"12500","СУЩЕСТВИТЕЛЬНОЕ","похотях","0","0","0","0","1","0","0","3"
"12501","ГЛАГОЛ","встречали","0","1","0","0","0","1","0","0"
"12502","СУЩЕСТВИТЕЛЬНОЕ","стуком","0","0","0","0","0","1","0","0"
"12503","СУЩЕСТВИТЕЛЬНОЕ","меч","9","35","19","18","45","35","16","7"
"12504","СУЩЕСТВИТЕЛЬНОЕ","богов","14","28","18","8","23","13","1","1"
"12505","ГЛАГОЛ","расположится","0","0","0","0","0","1","0","0"
"12506","ГЛАГОЛ","пришлют","0","0","1","0","0","0","0","0"
"12507","СУЩЕСТВИТЕЛЬНОЕ","масла","2","3","13","1","0","1","4","0"
"12508","СУЩЕСТВИТЕЛЬНОЕ","потоку","1","8","2","0","0","2","0","0"
"12509","СУЩЕСТВИТЕЛЬНОЕ","празднества","0","0","1","0","2","0","0","0"
"12510","ГЛАГОЛ","приобретай","0","1","0","2","2","0","0","0"
"12511","СУЩЕСТВИТЕЛЬНОЕ","воронам","0","1","0","0","0","0","0","0"
"12512","ГЛАГОЛ","отступите","1","2","1","0","0","0","0","0"
"12073","ГЛАГОЛ","восхожу","0","1","1","1","0","0","1","0"
"12513","ПРИЛАГАТЕЛЬНОЕ","наше","5","7","0","6","11","8","5","16"
"12515","СУЩЕСТВИТЕЛЬНОЕ","науки","0","0","0","0","0","1","0","0"
"12516","ГЛАГОЛ","живишь","0","0","1","0","0","0","0","0"
"12517","СУЩЕСТВИТЕЛЬНОЕ","премудрость","0","0","5","28","7","1","6","5"
"12518","ГЛАГОЛ","предали","0","6","0","1","3","1","9","1"
"12519","СУЩЕСТВИТЕЛЬНОЕ","вдовам","0","0","0","0","0","1","0","1"
"12520","ГЛАГОЛ","одолею","0","1","0","0","0","0","0","0"
"12521","СУЩЕСТВИТЕЛЬНОЕ","субботу","7","0","12","0","5","3","31","1"
"12523","СУЩЕСТВИТЕЛЬНОЕ","изложение","0","0","0","0","0","1","0","0"
"12525","ГЛАГОЛ","вторглась","0","0","0","1","1","0","0","0"
"12527","СУЩЕСТВИТЕЛЬНОЕ","значение","0","0","0","1","0","26","4","0"
"12528","ГЛАГОЛ","замолчи","0","0","0","0","0","0","2","0"
"12529","ГЛАГОЛ","выбросили","0","0","1","0","0","1","2","0"
"12530","ПРИЛАГАТЕЛЬНОЕ","некоторую","0","0","0","0","0","1","1","0"
"12531","ГЛАГОЛ","отделилось","0","0","1","0","0","0","0","0"
"12532","ПРИЛАГАТЕЛЬНОЕ","вошедшего","0","1","0","0","0","0","0","0"
"12533","ГЛАГОЛ","разреши","0","0","0","0","1","0","0","0"
"12534","ГЛАГОЛ","потрудился","0","0","0","0","4","0","0","1"
"12535","СУЩЕСТВИТЕЛЬНОЕ","дружбу","0","1","0","0","3","12","0","0"
"12536","ГЛАГОЛ","приложу","0","0","2","0","1","1","0","0"
"12537","ГЛАГОЛ","составили","0","1","7","2","0","3","2","0"
"12538","ПРИЛАГАТЕЛЬНОЕ","беглого","0","0","0","0","0","1","0","0"
"12539","СУЩЕСТВИТЕЛЬНОЕ","почестей","0","0","0","0","0","1","0","0"
"12540","ПРИЛАГАТЕЛЬНОЕ","некоторый","0","0","0","0","0","0","15","2"
"12541","СУЩЕСТВИТЕЛЬНОЕ","намерению","0","0","0","0","0","1","0","0"
"12542","ПРИЛАГАТЕЛЬНОЕ","малому","0","0","1","0","0","0","0","1"
"12543","ГЛАГОЛ","опустятся","0","0","1","1","2","2","0","0"
"12545","СУЩЕСТВИТЕЛЬНОЕ","решение","0","0","1","1","2","2","0","0"
"12546","СУЩЕСТВИТЕЛЬНОЕ","страх","3","5","13","30","21","10","14","7"
"12548","ГЛАГОЛ","действовал","0","3","3","0","1","1","0","1"
"12549","ГЛАГОЛ","сохрани","1","2","3","7","0","3","0","0"
"12550","ГЛАГОЛ","стоишь","3","1","0","1","0","1","1","0"
"12551","СУЩЕСТВИТЕЛЬНОЕ","равнины","1","7","6","0","4","2","0","0"
"12552","ПРИЛАГАТЕЛЬНОЕ","окрестным","0","0","0","0","1","1","2","0"
"12553","ПРИЛАГАТЕЛЬНОЕ","божьего","0","0","0","0","0","0","0","1"
"12554","ГЛАГОЛ","увела","0","0","1","0","0","0","0","0"
"12555","СУЩЕСТВИТЕЛЬНОЕ","иго","1","5","5","0","4","3","3","0"
"12556","СУЩЕСТВИТЕЛЬНОЕ","жрецам","1","0","0","0","0","2","0","0"
"12557","СУЩЕСТВИТЕЛЬНОЕ","колено","11","18","2","1","1","1","0","2"
"12558","СУЩЕСТВИТЕЛЬНОЕ","алтарь","0","0","0","2","2","2","0","0"
"12559","ПРИЛАГАТЕЛЬНОЕ","сама","1","3","0","1","2","3","4","4"
"12560","ГЛАГОЛ","развяжи","0","0","0","0","1","0","0","0"
"12561","СУЩЕСТВИТЕЛЬНОЕ","товарищей","0","0","0","1","0","1","2","0"
"12562","ГЛАГОЛ","распались","0","0","0","0","1","1","0","0"
"12563","ГЛАГОЛ","достигла","0","0","2","1","0","2","0","1"
"12564","ГЛАГОЛ","переступили","0","0","0","0","1","0","0","0"
"12566","ПРИЛАГАТЕЛЬНОЕ","какому","5","3","0","3","0","1","0","1"
"12567","СУЩЕСТВИТЕЛЬНОЕ","марка","0","0","0","0","0","0","1","1"
"12568","ГЛАГОЛ","развернул","0","0","1","0","2","0","0","0"
"12569","ПРИЛАГАТЕЛЬНОЕ","лесные","0","0","0","1","1","0","0","0"
"12570","СУЩЕСТВИТЕЛЬНОЕ","тестю","4","0","1","0","0","0","0","0"
"12571","ПРИЛАГАТЕЛЬНОЕ","государственные","0","0","0","0","0","1","0","0"
"12572","ПРИЛАГАТЕЛЬНОЕ","пуст","1","0","2","0","1","2","3","0"
"12573","СУЩЕСТВИТЕЛЬНОЕ","превращение","0","0","0","1","0","0","0","0"
"12574","ГЛАГОЛ","изменились","2","0","0","1","0","2","0","0"
"12575","СУЩЕСТВИТЕЛЬНОЕ","уделах","0","0","0","1","0","0","0","0"
"1938","ГЛАГОЛ","ходил","8","28","35","11","11","6","14","3"
"12576","ГЛАГОЛ","познай","0","0","0","0","3","1","0","1"
"12577","СУЩЕСТВИТЕЛЬНОЕ","трость","2","0","1","1","7","7","6","2"
"12580","СУЩЕСТВИТЕЛЬНОЕ","корней","0","0","0","2","0","1","0","0"
"12581","ПРИЛАГАТЕЛЬНОЕ","ежеминутно","0","0","0","0","0","1","0","0"
"12582","ПРИЛАГАТЕЛЬНОЕ","тех","9","24","24","20","17","70","41","28"
"12583","ПРИЛАГАТЕЛЬНОЕ","еврейскую","0","0","1","0","0","0","0","0"
"12584","ПРИЛАГАТЕЛЬНОЕ","злы","1","0","0","1","0","0","6","1"
"12585","СУЩЕСТВИТЕЛЬНОЕ","седла","0","0","0","0","0","0","1","0"
"12586","ГЛАГОЛ","дела","21","35","43","61","45","46","30","43"
"12587","СУЩЕСТВИТЕЛЬНОЕ","яростью","0","0","1","3","7","1","0","0"
"12588","СУЩЕСТВИТЕЛЬНОЕ","связями","2","0","0","0","0","0","0","1"
"12590","ГЛАГОЛ","показалось","2","1","2","0","0","3","0","0"
"12591","ГЛАГОЛ","томились","0","0","0","1","0","0","0","0"
"12592","СУЩЕСТВИТЕЛЬНОЕ","киту","0","0","0","0","0","2","0","0"
"12593","ПРИЛАГАТЕЛЬНОЕ","тесные","0","0","0","0","0","0","1","0"
"12594","ГЛАГОЛ","охватила","0","0","0","1","0","0","0","0"
"12595","ПРИЛАГАТЕЛЬНОЕ","вернейшее","0","0","0","0","0","0","0","1"
"12596","СУЩЕСТВИТЕЛЬНОЕ","доспехами","0","0","0","1","0","1","0","0"
"12597","СУЩЕСТВИТЕЛЬНОЕ","груды","1","0","5","1","1","3","0","0"
"12598","СУЩЕСТВИТЕЛЬНОЕ","уход","0","0","0","0","1","0","0","0"
"12599","ГЛАГОЛ","вымой","1","0","0","0","0","0","0","0"
"12600","ГЛАГОЛ","покажись","0","1","0","0","0","0","1","0"
"12601","ГЛАГОЛ","тронулся","0","0","1","0","0","0","0","0"
"12602","ГЛАГОЛ","восстанешь","0","0","0","1","1","1","0","0"
"12603","ГЛАГОЛ","отскочил","0","1","0","0","0","0","0","0"
"12604","СУЩЕСТВИТЕЛЬНОЕ","единства","0","0","0","0","0","0","0","1"
"12605","ПРИЛАГАТЕЛЬНОЕ","враждебным","0","0","0","0","0","2","0","0"
"12606","ГЛАГОЛ","проповедуешь","0","0","0","1","0","0","0","0"
"12607","ПРИЛАГАТЕЛЬНОЕ","лукавую","0","0","0","1","0","0","0","0"
"12608","ГЛАГОЛ","выходили","5","4","0","1","0","4","9","0"
"12609","СУЩЕСТВИТЕЛЬНОЕ","городах","9","15","38","1","17","6","2","1"
"12610","СУЩЕСТВИТЕЛЬНОЕ","смысле","0","0","0","1","0","0","0","0"
"12611","СУЩЕСТВИТЕЛЬНОЕ","шакалам","0","0","0","1","1","1","0","0"
"12612","ПРИЛАГАТЕЛЬНОЕ","выдающейся","0","0","0","0","1","0","0","0"
"12613","СУЩЕСТВИТЕЛЬНОЕ","тополем","0","0","0","0","0","1","0","0"
"12614","СУЩЕСТВИТЕЛЬНОЕ","женщинам","0","1","3","1","2","0","1","0"
"12615","СУЩЕСТВИТЕЛЬНОЕ","воспитание","0","0","0","0","0","1","0","0"
"12616","СУЩЕСТВИТЕЛЬНОЕ","тельцам","0","1","1","0","0","0","0","0"
"12617","ПРИЛАГАТЕЛЬНОЕ","египетскою","4","1","0","0","0","0","0","0"
"12618","ГЛАГОЛ","пеню","1","0","1","0","0","0","0","0"
"12619","ПРИЛАГАТЕЛЬНОЕ","раненых","0","1","0","0","0","3","0","0"
"12620","СУЩЕСТВИТЕЛЬНОЕ","послов","3","19","12","0","5","11","0","0"
"12621","ПРИЛАГАТЕЛЬНОЕ","разбиты","1","0","3","0","3","7","0","0"
"12623","ГЛАГОЛ","ведутся","0","0","0","1","0","0","0","0"
"12624","ГЛАГОЛ","изумились","0","0","0","1","1","0","3","0"
"12625","ПРИЛАГАТЕЛЬНОЕ","какая-либо","0","0","0","0","1","0","0","0"
"12626","СУЩЕСТВИТЕЛЬНОЕ","законам","1","3","0","0","0","6","0","0"
"12628","СУЩЕСТВИТЕЛЬНОЕ","перьях","0","1","0","0","0","0","0","0"
"12630","ГЛАГОЛ","владеешь","0","1","0","0","0","1","0","0"
"12632","ГЛАГОЛ","взлетел","0","0","0","0","0","0","1","0"
"12633","ГЛАГОЛ","случилась","0","1","0","0","0","0","0","0"
"12634","ПРИЛАГАТЕЛЬНОЕ","зависящие","2","2","7","0","0","0","0","0"
"12635","ПРИЛАГАТЕЛЬНОЕ","прославленном","0","0","0","0","1","0","0","0"
"12636","ГЛАГОЛ","обратись","0","1","0","6","9","2","0","0"
"12637","ГЛАГОЛ","удивился","0","0","0","0","0","0","6","0"
"12638","ПРИЛАГАТЕЛЬНОЕ","исходящим","0","1","0","0","0","0","1","1"
"12639","ГЛАГОЛ","произносишь","0","0","1","0","0","0","0","0"
"12640","СУЩЕСТВИТЕЛЬНОЕ","надежда","0","1","9","24","9","5","1","9"
"12641","СУЩЕСТВИТЕЛЬНОЕ","летам","0","0","1","0","0","0","0","0"
"12642","ГЛАГОЛ","радуемся","0","0","0","0","0","1","0","3"
"12644","ГЛАГОЛ","подавал","0","1","1","0","0","1","0","1"
"12645","ПРИЛАГАТЕЛЬНОЕ","жареных","0","1","0","0","0","0","0","0"
"12646","СУЩЕСТВИТЕЛЬНОЕ","время","57","84","70","72","116","114","83","49"
"12647","СУЩЕСТВИТЕЛЬНОЕ","кос","0","2","0","0","0","1","1","0"
"12648","ГЛАГОЛ","расскажешь","0","1","0","0","0","0","0","0"
"12649","ПРИЛАГАТЕЛЬНОЕ","густым","0","0","0","0","0","1","0","0"
"12650","ГЛАГОЛ","работает","2","0","1","1","2","0","0","0"
"12651","СУЩЕСТВИТЕЛЬНОЕ","писания","0","0","0","0","0","0","10","4"
"12652","СУЩЕСТВИТЕЛЬНОЕ","летопись","0","0","1","0","0","0","0","0"
"12654","СУЩЕСТВИТЕЛЬНОЕ","полах","0","0","0","0","1","0","0","0"
"12655","СУЩЕСТВИТЕЛЬНОЕ","потоков","1","0","1","2","1","0","0","0"
"12656","СУЩЕСТВИТЕЛЬНОЕ","живость","0","0","0","0","1","0","0","0"
"12657","СУЩЕСТВИТЕЛЬНОЕ","пороки","0","0","0","1","0","0","0","0"
"12658","СУЩЕСТВИТЕЛЬНОЕ","стефаном","0","0","0","0","0","0","1","0"
"12659","ГЛАГОЛ","поднимаете","0","0","0","0","0","1","0","0"
"12660","СУЩЕСТВИТЕЛЬНОЕ","вечер","7","2","2","2","1","0","9","0"
"12661","СУЩЕСТВИТЕЛЬНОЕ","позора","0","0","1","0","1","0","0","0"
"12663","ГЛАГОЛ","одолевает","1","1","1","0","0","1","0","0"
"12664","ГЛАГОЛ","рассудили","0","1","0","0","0","2","2","0"
"12665","СУЩЕСТВИТЕЛЬНОЕ","певец","0","0","1","0","0","1","0","0"
"12666","СУЩЕСТВИТЕЛЬНОЕ","ночлег","1","1","0","0","2","0","0","0"
"12667","СУЩЕСТВИТЕЛЬНОЕ","ветрами","0","0","0","0","0","0","0","1"
"12668","ПРИЛАГАТЕЛЬНОЕ","судном","1","0","0","0","0","0","0","0"
"12669","СУЩЕСТВИТЕЛЬНОЕ","остановку","1","0","0","0","0","0","0","0"
"12671","СУЩЕСТВИТЕЛЬНОЕ","творении","0","0","0","0","1","0","0","0"
"12672","ПРИЛАГАТЕЛЬНОЕ","преступно","0","0","0","0","0","0","1","0"
"12673","ПРИЛАГАТЕЛЬНОЕ","дивную","0","0","0","2","0","0","0","0"
"12674","СУЩЕСТВИТЕЛЬНОЕ","границами","1","0","0","0","0","0","0","0"
"12675","ГЛАГОЛ","носятся","0","0","0","0","2","0","0","1"
"12676","ГЛАГОЛ","дают","2","0","0","2","3","3","1","0"
"12677","ПРИЛАГАТЕЛЬНОЕ","старые","1","0","1","1","1","0","0","0"
"12679","ГЛАГОЛ","прорвалась","0","0","0","0","0","0","1","0"
"12680","СУЩЕСТВИТЕЛЬНОЕ","бичи","0","0","0","0","0","0","1","0"
"12681","ГЛАГОЛ","исходят","0","1","0","0","0","0","2","0"
"12682","СУЩЕСТВИТЕЛЬНОЕ","локтей","25","21","23","0","2","47","1","0"
"12683","ПРИЛАГАТЕЛЬНОЕ","рассудительный","0","0","0","1","1","0","0","0"
"2052","ГЛАГОЛ","уходили","0","0","0","0","2","1","0","1"
"12684","СУЩЕСТВИТЕЛЬНОЕ","воин","0","2","1","1","1","0","0","4"
"12685","СУЩЕСТВИТЕЛЬНОЕ","борьбу","0","0","0","0","0","0","1","0"
"12686","ПРИЛАГАТЕЛЬНОЕ","вредные","0","0","0","0","0","0","0","1"
"12687","ПРИЛАГАТЕЛЬНОЕ","какою-либо","0","0","0","0","1","0","0","0"
"12688","ГЛАГОЛ","коснулась","0","1","2","0","0","1","1","0"
"12689","ПРИЛАГАТЕЛЬНОЕ","неотступно","0","0","0","0","0","0","1","0"
"12690","ПРИЛАГАТЕЛЬНОЕ","воспитан","0","0","0","0","0","0","1","0"
"12692","ПРИЛАГАТЕЛЬНОЕ","посаженную","0","0","0","0","0","0","1","0"
"12693","СУЩЕСТВИТЕЛЬНОЕ","поступками","0","0","0","1","0","1","0","0"
"12694","ПРИЛАГАТЕЛЬНОЕ","отдалены","0","0","1","0","0","0","0","0"
"12695","СУЩЕСТВИТЕЛЬНОЕ","обиду","0","0","0","0","2","1","0","0"
"12696","ПРИЛАГАТЕЛЬНОЕ","жалкие","0","0","2","0","0","0","0","0"
"12697","ПРИЛАГАТЕЛЬНОЕ","солнечном","0","0","0","0","0","0","0","1"
"12698","ГЛАГОЛ","выкинет","1","0","0","0","0","0","0","0"
"12699","ПРИЛАГАТЕЛЬНОЕ","собрана","0","0","0","0","0","2","0","0"
"12701","ГЛАГОЛ","давили","0","1","0","0","0","0","0","0"
"12702","СУЩЕСТВИТЕЛЬНОЕ","создание","0","0","1","0","2","3","0","1"
"12703","СУЩЕСТВИТЕЛЬНОЕ","зимою","0","0","0","1","0","0","2","0"
"12704","ПРИЛАГАТЕЛЬНОЕ","грешном","0","0","0","0","1","0","1","0"
"12705","ПРИЛАГАТЕЛЬНОЕ","ревностный","0","0","0","0","0","0","0","1"
"12706","ПРИЛАГАТЕЛЬНОЕ","поручена","0","0","1","0","0","0","0","0"
"12707","ПРИЛАГАТЕЛЬНОЕ","лесных","0","0","0","0","0","1","0","0"
"12708","ПРИЛАГАТЕЛЬНОЕ","скорую","0","0","0","0","0","1","0","1"
"12709","ПРИЛАГАТЕЛЬНОЕ","сидящую","0","0","1","0","0","0","0","1"
"12710","СУЩЕСТВИТЕЛЬНОЕ","корзина","0","0","0","0","1","1","0","0"
"12711","ГЛАГОЛ","благодарите","0","0","0","0","0","0","0","1"
"12712","ГЛАГОЛ","сбылись","0","1","0","0","0","0","0","0"
"12713","ПРИЛАГАТЕЛЬНОЕ","состоявшее","0","0","1","0","0","0","0","0"
"12715","ГЛАГОЛ","извини","0","0","0","0","0","0","2","0"
"12716","СУЩЕСТВИТЕЛЬНОЕ","оси","0","3","0","0","0","0","0","0"
"12718","СУЩЕСТВИТЕЛЬНОЕ","кисти","2","0","0","1","1","1","0","0"
